feature_16,feature_9,feature_17,feature_3,feature_2,feature_20,feature_1,feature_59,feature_55,feature_11,feature_4,feature_7,feature_23,feature_66,feature_21,feature_8,feature_6,feature_14,feature_10,feature_13,feature_19,feature_5,feature_22
1.0,0,0.5,1,0,1.0,0,0.0,0.969112,0,20,5,0.0,0.182808,0.0,0,31,0,0,0,1.0,4,1.0
1.0,1,0.5,1,0,1.0,0,0.0,0.7920470000000001,0,20,5,0.0,0.129638,0.0,0,31,0,0,0,1.0,4,1.0
1.0,1,0.5,1,0,1.0,0,0.0,0.746462,0,20,5,0.0,0.999409,0.0,0,31,0,0,1,1.0,4,1.0
1.0,1,0.5,1,0,1.0,0,0.0,0.954725,0,20,5,0.0,0.975606,0.0,0,31,0,0,1,1.0,4,1.0
1.0,0,0.5,1,0,1.0,0,0.0,0.568829,0,20,5,0.0,0.782507,0.0,0,31,0,0,1,1.0,4,1.0
1.0,1,0.5,1,0,1.0,0,0.0,0.628603,0,20,5,0.0,0.000144,0.0,0,31,0,0,0,1.0,4,1.0
1.0,1,0.5,1,0,1.0,0,0.0,0.6383850000000001,0,20,5,0.0,0.925777,0.0,0,31,0,0,1,1.0,4,1.0
1.0,1,0.5,1,0,1.0,0,0.0,0.738075,0,20,5,0.0,0.931495,0.0,0,31,0,0,1,1.0,4,1.0
1.0,0,0.5,1,0,1.0,0,0.0,0.610534,0,20,5,0.0,0.946349,0.0,0,31,0,0,0,1.0,4,1.0
1.0,0,0.5,1,0,1.0,0,0.0,0.778455,0,20,5,0.0,0.991511,0.0,0,31,0,0,0,1.0,4,1.0
1.0,1,0.5,1,0,1.0,0,0.0,0.7661359999999999,0,20,5,0.0,0.293163,0.0,0,31,0,0,0,1.0,4,1.0
1.0,1,0.5,1,0,1.0,0,0.0,0.733246,0,20,5,0.0,0.907133,0.0,0,31,0,0,0,1.0,4,1.0
1.0,1,0.5,1,0,1.0,0,0.0,0.647079,0,20,5,0.0,0.005025,0.0,0,31,0,0,0,1.0,4,1.0
1.0,1,0.0,1,0,0.0,0,1.0,0.0,1,20,0,1.0,0.038838,0.0,6,31,0,1,0,0.0,4,0.0
1.0,1,0.0,1,0,0.0,0,1.0,0.89995,1,20,0,1.0,0.154798,0.0,6,31,0,0,1,0.0,4,0.0
1.0,1,0.0,1,0,0.0,0,0.0,0.6936640000000001,0,20,0,1.0,0.7976300000000001,0.0,6,31,0,0,0,0.0,4,0.0
1.0,1,0.0,1,0,0.0,0,1.0,0.0,1,20,0,1.0,0.0,0.0,6,31,0,1,1,0.0,4,0.0
1.0,1,0.0,1,0,0.0,0,1.0,0.0,1,20,0,1.0,0.0,0.0,6,31,0,1,1,0.0,4,0.0
1.0,1,0.0,1,0,0.0,0,1.0,0.407422,1,20,0,1.0,0.0,0.0,6,31,0,0,1,0.0,4,0.0
1.0,1,0.0,1,0,0.0,0,0.0,0.0,0,20,0,1.0,0.0,0.0,6,31,0,0,0,0.0,4,0.0
1.0,1,0.0,1,0,0.0,0,0.0,0.546542,0,20,0,1.0,0.031862,0.0,6,31,0,1,0,0.0,4,0.0
1.0,1,0.0,1,0,0.0,0,1.0,0.0,1,20,0,1.0,0.791373,0.0,6,31,0,0,0,0.0,4,0.0
1.0,1,0.0,1,0,0.0,0,0.0,0.0,0,20,0,1.0,0.8689950000000001,0.0,6,31,0,0,0,0.0,4,0.0
1.0,1,0.0,1,0,0.0,0,1.0,0.0,1,20,0,1.0,0.7168770000000001,0.0,6,31,0,0,1,0.0,4,0.0
1.0,1,0.0,1,0,0.0,0,0.0,0.909601,0,20,0,1.0,0.562513,0.0,6,31,0,0,1,0.0,4,0.0
1.0,1,0.0,1,0,0.0,0,0.9,0.840852,1,20,0,1.0,0.056535,0.0,6,31,0,1,1,0.0,4,0.0
1.0,1,0.0,1,0,0.0,0,0.0,0.0,0,20,0,1.0,0.3932449999999999,0.0,6,31,0,0,0,0.0,4,0.0
1.0,1,0.0,1,0,0.0,0,0.0,0.0,0,20,0,1.0,0.0,0.0,6,31,0,0,1,0.0,4,0.0
1.0,1,0.0,1,0,0.0,0,0.0,0.0,0,20,0,1.0,0.184367,0.0,6,31,0,0,0,0.0,4,0.0
1.0,1,0.0,1,0,0.0,0,0.0,0.794342,0,20,0,1.0,0.0,0.0,6,31,0,0,1,0.0,4,0.0
1.0,1,0.0,1,0,0.0,0,0.0,0.761184,0,20,0,1.0,0.007317,0.0,6,31,0,0,1,0.0,4,0.0
1.0,1,0.0,1,0,1.0,0,1.0,0.0,1,20,3,0.666667,0.0393,0.666667,6,25,1,0,0,0.333333,4,0.0
1.0,1,0.0,1,0,1.0,0,1.0,0.0,1,20,3,0.666667,0.0,0.666667,6,25,1,0,0,0.333333,4,0.0
1.0,1,0.0,1,0,1.0,0,1.0,0.0,1,20,3,0.666667,0.0,0.666667,6,25,1,0,0,0.333333,4,0.0
1.0,1,0.0,1,0,1.0,0,1.0,0.0,1,20,3,0.666667,0.0,0.666667,6,25,1,0,0,0.333333,4,0.0
1.0,1,0.0,1,0,1.0,0,1.0,0.0,1,20,3,0.666667,0.0,0.666667,6,25,1,0,0,0.333333,4,0.0
1.0,1,0.0,1,0,1.0,0,1.0,0.0,1,20,3,0.666667,0.970417,0.666667,6,25,1,0,0,0.333333,4,0.0
1.0,1,0.0,1,0,1.0,0,1.0,0.0,1,20,3,0.666667,0.0,0.666667,6,25,1,0,0,0.333333,4,0.0
1.0,1,0.0,1,0,1.0,0,1.0,0.0,1,20,3,0.666667,0.0,0.666667,6,25,1,0,0,0.333333,4,0.0
1.0,1,0.0,1,0,1.0,0,1.0,0.0,1,20,3,0.666667,0.0,0.666667,6,25,1,0,0,0.333333,4,0.0
1.0,1,0.0,1,0,1.0,0,0.0,0.8888860000000001,0,20,3,0.666667,0.054845,0.666667,6,25,1,1,0,0.333333,4,0.0
1.0,1,0.0,1,0,1.0,0,1.0,0.0,1,20,3,0.666667,0.535305,0.666667,6,25,1,0,0,0.333333,4,0.0
1.0,1,0.0,1,0,1.0,0,0.0,0.949496,0,20,3,0.666667,0.995943,0.666667,6,25,1,1,0,0.333333,4,0.0
1.0,1,0.0,1,0,1.0,0,1.0,0.0,1,20,3,0.666667,0.0,0.666667,6,25,1,0,0,0.333333,4,0.0
1.0,1,0.0,1,0,1.0,0,0.0,0.791022,0,20,3,0.666667,0.076614,0.666667,6,25,1,1,0,0.333333,4,0.0
1.0,1,0.0,1,0,1.0,0,1.0,0.0,1,20,3,0.666667,0.0,0.666667,6,25,1,0,0,0.333333,4,0.0
1.0,1,0.0,1,0,1.0,0,1.0,0.628264,1,20,3,0.666667,0.0,0.666667,6,25,1,0,0,0.333333,4,0.0
1.0,1,0.0,1,0,1.0,0,1.0,0.0,1,20,3,0.666667,0.0,0.666667,6,25,1,0,0,0.333333,4,0.0
1.0,1,0.0,1,0,1.0,0,0.0,0.592493,0,20,3,0.666667,0.939976,0.666667,6,25,1,1,0,0.333333,4,0.0
1.0,1,0.0,1,0,1.0,0,1.0,0.0,1,20,3,0.666667,0.0,0.666667,6,25,1,0,0,0.333333,4,0.0
1.0,1,0.0,1,0,1.0,0,1.0,0.461243,1,20,3,0.666667,0.0,0.666667,6,25,1,0,0,0.333333,4,0.0
0.0,1,0.0,1,0,0.166667,0,0.0,0.637887,0,20,0,0.0,0.006547,0.333333,0,25,1,0,0,0.0,4,1.0
0.0,0,0.0,1,0,0.166667,0,0.0,0.0,0,20,0,0.0,0.0,0.333333,0,25,1,0,0,0.0,4,1.0
0.0,1,0.0,1,0,0.166667,0,0.0,0.0,0,20,0,0.0,0.819275,0.333333,0,25,1,0,0,0.0,4,1.0
0.0,1,0.0,1,0,0.166667,0,0.0,0.0,0,20,0,0.0,0.0627139999999999,0.333333,0,25,1,0,0,0.0,4,1.0
0.0,1,0.0,1,0,0.166667,0,0.0,0.984124,0,20,0,0.0,0.004427,0.333333,0,25,1,0,0,0.0,4,1.0
0.0,1,0.0,1,0,0.166667,0,0.0,0.0,0,20,0,0.0,0.018028,0.333333,0,25,1,0,0,0.0,4,1.0
0.0,1,0.0,1,0,0.166667,0,0.0,0.6896869999999999,0,20,0,0.0,0.8230870000000001,0.333333,0,25,1,0,0,0.0,4,1.0
0.0,1,0.0,1,0,0.166667,0,0.0,0.811469,0,20,0,0.0,0.038675,0.333333,0,25,1,0,0,0.0,4,1.0
0.0,1,0.0,1,0,0.166667,0,0.0,0.0,0,20,0,0.0,0.7691979999999999,0.333333,0,25,1,0,0,0.0,4,1.0
0.0,1,0.0,1,0,0.166667,0,0.0,0.631494,0,20,0,0.0,0.009751,0.333333,0,25,1,0,0,0.0,4,1.0
0.0,0,0.0,1,0,0.166667,0,0.0,0.710861,0,20,0,0.0,0.671692,0.333333,0,25,1,0,0,0.0,4,1.0
0.0,0,0.0,1,0,0.166667,0,0.0,0.450687,0,20,0,0.0,0.6564399999999999,0.333333,0,25,1,0,0,0.0,4,1.0
0.0,1,0.0,1,0,0.166667,0,0.0,0.7706689999999999,0,20,0,0.0,0.762008,0.333333,0,25,1,0,0,0.0,4,1.0
0.0,1,0.0,1,0,0.166667,0,0.0,0.7570680000000001,0,20,0,0.0,0.008256,0.333333,0,25,1,0,0,0.0,4,1.0
0.0,1,0.0,1,0,0.166667,0,0.0,0.0,0,20,0,0.0,0.996836,0.333333,0,25,1,0,0,0.0,4,1.0
0.0,1,0.0,1,0,0.166667,0,0.0,0.0,0,20,0,0.0,0.0,0.333333,0,25,1,0,0,0.0,4,1.0
0.0,0,0.0,1,2,0.0,0,0.0,0.0,0,20,0,0.0,0.0,0.0,0,34,1,0,0,0.0,4,0.0
0.0,0,0.0,1,2,0.0,0,0.0,0.0,0,20,0,0.0,0.0,0.0,0,34,0,0,0,0.0,4,0.0
0.0,0,0.0,1,2,0.0,0,0.0,0.472386,0,20,0,0.0,0.0,0.0,0,34,0,0,0,0.0,4,0.0
0.0,0,0.0,1,2,0.0,0,0.0,0.596155,0,20,0,0.0,0.0,0.0,0,34,0,0,0,0.0,4,0.0
0.0,0,0.0,1,2,0.0,0,0.0,0.0,0,20,0,0.0,0.0,0.0,0,34,0,0,0,0.0,4,0.0
0.0,1,0.0,1,2,0.0,0,0.0,0.5730029999999999,0,20,0,0.0,0.0,0.0,0,34,1,0,0,0.0,4,0.0
0.0,1,0.0,1,2,0.0,0,0.0,0.0,0,20,0,0.0,0.0,0.0,0,34,1,0,0,0.0,4,0.0
0.0,0,0.0,1,2,0.0,0,0.0,0.0,0,20,0,0.0,0.0,0.0,0,34,0,0,0,0.0,4,0.0
0.0,0,0.0,1,2,0.0,0,0.0,0.583494,0,20,0,0.0,0.0,0.0,0,34,0,0,0,0.0,4,0.0
0.0,0,0.0,1,2,0.0,0,0.0,0.5242829999999999,0,20,0,0.0,0.0,0.0,0,34,1,0,0,0.0,4,0.0
0.0,0,0.0,1,2,0.0,0,0.0,0.564826,0,20,0,0.0,0.8943270000000001,0.0,0,34,1,0,0,0.0,4,0.0
0.0,0,0.0,1,2,0.0,0,0.0,0.909765,0,20,0,0.0,0.0,0.0,0,34,0,0,0,0.0,4,0.0
0.0,1,0.0,1,2,0.0,0,0.0,0.6387970000000001,0,20,0,0.0,0.0,0.0,0,34,1,0,0,0.0,4,0.0
0.0,0,0.0,1,2,0.0,0,0.0,0.0,0,20,0,0.0,0.0,0.0,0,34,0,0,0,0.0,4,0.0
0.1,1,1.0,1,0,0.333333,2,0.0,0.0,0,20,5,0.166667,0.25576,0.0,3,44,0,0,1,0.0,4,1.0
0.1,1,1.0,1,0,0.333333,2,0.0,0.633195,0,20,5,0.166667,0.0200879999999999,0.0,3,44,0,0,1,0.0,4,1.0
0.1,0,1.0,1,0,0.333333,2,0.0,0.0,0,20,5,0.166667,0.574275,0.0,3,44,0,0,0,0.0,4,1.0
0.1,1,1.0,1,0,0.333333,2,0.0,0.7481359999999999,0,20,5,0.166667,5e-06,0.0,3,44,0,0,0,0.0,4,1.0
0.1,1,1.0,1,0,0.333333,2,0.0,0.0,0,20,5,0.166667,0.000575,0.0,3,44,0,0,1,0.0,4,1.0
0.1,1,1.0,1,0,0.333333,2,0.0,0.0,0,20,5,0.166667,0.953673,0.0,3,44,0,0,0,0.0,4,1.0
0.1,1,1.0,1,0,0.333333,2,0.0,0.968863,0,20,5,0.166667,0.000641,0.0,3,44,0,0,0,0.0,4,1.0
0.1,0,1.0,1,0,0.333333,2,0.0,0.0,0,20,5,0.166667,0.000739,0.0,3,44,0,0,0,0.0,4,1.0
0.1,1,1.0,1,0,0.333333,2,0.0,0.0,0,20,5,0.166667,0.588546,0.0,3,44,0,0,0,0.0,4,1.0
0.1,1,1.0,1,0,0.333333,2,0.0,0.0,0,20,5,0.166667,0.280111,0.0,3,44,0,0,0,0.0,4,1.0
0.1,0,1.0,1,0,0.333333,2,0.0,0.0,0,20,5,0.166667,0.040367,0.0,3,44,0,0,0,0.0,4,1.0
0.1,1,1.0,1,0,0.333333,2,0.0,0.76505,0,20,5,0.166667,0.8100189999999999,0.0,3,44,0,0,1,0.0,4,1.0
0.1,0,1.0,1,0,0.333333,2,0.0,0.0,0,20,5,0.166667,0.97053,0.0,3,44,0,0,0,0.0,4,1.0
0.1,1,1.0,1,0,0.333333,2,0.0,0.0,0,20,5,0.166667,0.109374,0.0,3,44,0,0,0,0.0,4,1.0
0.1,0,1.0,1,0,0.333333,2,0.0,0.580046,0,20,5,0.166667,0.982409,0.0,3,44,0,0,0,0.0,4,1.0
0.1,1,1.0,1,0,0.333333,2,0.0,0.291022,0,20,5,0.166667,0.947485,0.0,3,44,0,0,1,0.0,4,1.0
0.1,1,1.0,1,0,0.333333,2,0.0,0.0,0,20,5,0.166667,0.838741,0.0,3,44,0,0,0,0.0,4,1.0
0.0,0,1.0,0,0,0.8,0,1.0,0.879967,1,9,0,0.0,0.100327,0.0,1,30,1,1,0,1.0,3,0.2
0.0,1,1.0,0,0,0.8,0,1.0,0.589179,1,9,0,0.0,0.1274819999999999,0.0,1,30,1,1,0,1.0,3,0.2
0.0,1,1.0,0,0,0.8,0,0.0,0.617931,0,9,0,0.0,0.0048509999999999,0.0,1,30,1,1,0,1.0,3,0.2
0.0,1,1.0,0,0,0.8,0,1.0,0.592463,1,9,0,0.0,0.005997,0.0,1,30,1,1,0,1.0,3,0.2
0.0,1,1.0,0,0,0.8,0,0.0,0.889998,0,9,0,0.0,0.187605,0.0,1,30,1,1,0,1.0,3,0.2
0.0,1,1.0,0,0,0.8,0,0.0,0.7783979999999999,0,9,0,0.0,0.4764609999999999,0.0,1,30,1,1,0,1.0,3,0.2
0.0,0,1.0,0,0,0.8,0,1.0,0.312986,1,9,0,0.0,0.041884,0.0,1,30,1,1,0,1.0,3,0.2
0.0,1,1.0,0,0,0.8,0,0.0,0.667842,0,9,0,0.0,0.039797,0.0,1,30,1,0,0,1.0,3,0.2
0.0,1,1.0,0,0,0.8,0,0.0,0.628981,0,9,0,0.0,0.489392,0.0,1,30,1,0,0,1.0,3,0.2
0.0,1,1.0,0,0,0.8,0,1.0,0.562144,1,9,0,0.0,0.146306,0.0,1,30,1,1,0,1.0,3,0.2
0.0,1,1.0,0,0,0.8,0,1.0,0.668463,1,9,0,0.0,0.457488,0.0,1,30,1,1,0,1.0,3,0.2
0.0,1,1.0,0,0,0.8,0,1.0,0.6160680000000001,1,9,0,0.0,0.070478,0.0,1,30,1,1,0,1.0,3,0.2
0.0,0,1.0,0,0,0.8,0,0.0,0.585648,0,9,0,0.0,0.019594,0.0,1,30,1,1,0,1.0,3,0.2
0.0,1,1.0,0,0,0.8,0,0.0,0.503057,0,9,0,0.0,0.0036049999999999,0.0,1,30,1,1,0,1.0,3,0.2
0.0,1,1.0,0,0,0.8,0,1.0,0.694009,1,9,0,0.0,0.0053729999999999,0.0,1,30,1,1,0,1.0,3,0.2
0.0,1,1.0,0,0,0.8,0,1.0,0.737174,1,9,0,0.0,0.220635,0.0,1,30,1,1,0,1.0,3,0.2
0.0,1,1.0,0,0,0.8,0,0.0,0.529085,0,9,0,0.0,0.039245,0.0,1,30,1,1,0,1.0,3,0.2
0.0,1,1.0,0,0,0.8,0,0.0,0.0,0,9,0,0.0,0.209573,0.0,1,30,1,1,0,1.0,3,0.2
0.0,1,0.0,1,3,0.25,0,1.0,0.968134,1,20,7,0.125,0.944743,0.0,5,25,1,1,1,0.0,4,1.0
0.0,1,0.0,1,3,0.25,0,1.0,0.4915229999999999,0,20,7,0.125,0.99914,0.0,5,25,1,0,0,0.0,4,1.0
0.0,1,0.0,1,3,0.25,0,1.0,0.903307,0,20,7,0.125,0.999723,0.0,5,25,1,0,1,0.0,4,1.0
0.0,1,0.0,1,3,0.25,0,1.0,0.6595850000000001,0,20,7,0.125,0.77041,0.0,5,25,1,0,1,0.0,4,1.0
0.0,1,0.0,1,0,0.0,0,0.0,0.669249,0,20,0,0.0,0.046563,0.0,0,49,0,0,1,0.0,4,0.0
0.0,1,0.0,1,0,0.0,0,0.0,0.78271,0,20,0,0.0,0.936226,0.0,0,49,0,1,0,0.0,4,0.0
0.0,1,0.0,1,0,0.0,0,0.0,0.53578,0,20,0,0.0,0.939382,0.0,0,49,0,1,0,0.0,4,0.0
0.0,1,0.0,1,0,0.0,0,0.0,0.510994,0,20,0,0.0,0.8828889999999999,0.0,0,49,0,0,0,0.0,4,0.0
0.0,1,0.0,1,0,0.0,0,0.0,0.0,0,20,0,0.0,0.1037309999999999,0.0,0,49,0,1,0,0.0,4,0.0
0.0,1,0.0,1,0,0.0,0,0.0,0.0,0,20,0,0.0,0.995709,0.0,0,49,0,0,0,0.0,4,0.0
0.0,1,0.0,1,0,0.0,0,0.0,0.835889,0,20,0,0.0,0.980735,0.0,0,49,0,1,0,0.0,4,0.0
0.0,1,0.0,1,0,0.0,0,0.0,0.787696,0,20,0,0.0,0.971761,0.0,0,49,0,1,1,0.0,4,0.0
0.0,1,0.0,1,0,0.0,0,0.0,0.522917,0,20,0,0.0,0.006365,0.0,0,49,0,0,0,0.0,4,0.0
0.0,1,0.0,1,0,0.0,0,0.0,0.981064,0,20,0,0.0,0.0066,0.0,0,49,0,1,0,0.0,4,0.0
0.0,1,0.0,1,0,0.0,0,0.0,0.0,0,20,0,0.0,0.84504,0.0,0,49,0,0,1,0.0,4,0.0
0.0,1,0.0,1,0,0.0,0,0.0,0.0,0,20,0,0.0,0.0,0.0,0,49,0,1,0,0.0,4,0.0
0.0,1,0.0,1,0,0.0,0,0.0,0.755033,0,20,0,0.0,0.016579,0.0,0,49,0,1,0,0.0,4,0.0
0.0,1,0.0,1,0,0.0,0,0.0,0.0,0,20,0,0.0,0.997976,0.0,0,49,0,0,0,0.0,4,0.0
0.0,1,0.0,1,0,0.0,0,0.0,0.0,0,20,0,0.0,0.0,0.0,0,0,1,0,0,0.0,4,0.0
0.0,0,0.0,1,0,0.0,0,0.0,0.0,0,20,0,0.0,0.246008,0.0,0,0,1,0,0,0.0,4,0.0
0.0,1,0.0,1,0,0.0,0,0.0,0.0,0,20,0,0.0,0.536119,0.0,0,0,0,0,0,0.0,4,0.0
0.0,1,0.0,1,0,0.0,0,0.0,0.69725,0,20,0,0.0,0.003453,0.0,0,0,0,0,0,0.0,4,0.0
0.0,1,0.0,1,0,0.0,0,0.0,0.0,0,20,0,0.0,0.0,0.0,0,0,0,0,0,0.0,4,0.0
0.0,1,0.0,1,0,0.0,0,0.0,0.645844,0,20,0,0.0,0.782399,0.0,0,0,0,0,0,0.0,4,0.0
0.0,1,0.0,1,0,0.0,0,0.0,0.0,0,20,0,0.0,0.416911,0.0,0,0,0,0,0,0.0,4,0.0
0.0,1,0.0,1,0,0.0,0,0.0,0.0,0,20,0,0.0,0.0,0.0,0,0,0,0,0,0.0,4,0.0
0.0,1,0.0,1,0,0.0,0,0.0,0.0,0,20,0,0.0,0.525686,0.0,0,0,0,0,0,0.0,4,0.0
0.0,1,0.0,1,0,0.0,0,0.0,0.5041140000000001,0,20,0,0.0,0.062528,0.0,0,0,0,0,0,0.0,4,0.0
0.0,1,0.0,1,0,0.0,0,0.0,0.0,0,20,0,0.0,0.563254,0.0,0,0,0,0,0,0.0,4,0.0
0.0,0,0.0,1,0,0.0,0,0.0,0.0,0,20,0,0.0,0.494231,0.0,0,0,0,0,0,0.0,4,0.0
0.0,1,0.0,1,0,0.0,0,0.0,0.0,0,20,0,0.0,0.049538,0.0,0,0,0,0,0,0.0,4,0.0
0.0,0,0.0,1,0,0.0,0,0.0,0.0,0,20,0,0.0,0.454463,0.0,0,0,0,0,0,0.0,4,0.0
0.0,1,0.0,1,0,0.0,0,0.0,0.0,0,20,0,0.0,0.0,0.0,0,0,0,0,0,0.0,4,0.0
0.0,1,0.0,1,0,0.0,0,0.0,0.0,0,20,0,0.0,0.535262,0.0,0,0,0,0,0,0.0,4,0.0
0.0,1,0.0,1,0,0.0,0,0.0,0.0,0,20,0,0.0,0.0,0.0,0,0,0,0,0,0.0,4,0.0
0.0,1,0.0,1,0,0.0,0,0.0,0.0,0,20,0,0.0,0.012559,0.0,0,0,0,0,0,0.0,4,0.0
0.0,1,0.0,1,0,0.0,0,0.0,0.642654,0,20,0,0.0,0.646343,0.0,0,0,0,0,0,0.0,4,0.0
0.0,0,0.0,1,0,0.0,0,0.0,0.756692,0,20,0,0.0,0.4182439999999999,0.0,0,0,0,0,0,0.0,4,0.0
1.0,1,0.0,1,0,0.571429,0,0.0,0.44127,0,20,0,0.1428569999999999,0.022321,1.0,4,49,0,0,0,0.0,4,0.1428569999999999
1.0,1,0.0,1,0,0.571429,0,0.0,0.652909,0,20,0,0.1428569999999999,0.0576049999999999,1.0,4,49,0,0,1,0.0,4,0.1428569999999999
1.0,1,0.0,1,0,0.571429,0,0.0,0.5442779999999999,0,20,0,0.1428569999999999,0.0012779999999999,1.0,4,49,0,0,0,0.0,4,0.1428569999999999
1.0,1,0.0,1,0,0.571429,0,0.0,0.494963,0,20,0,0.1428569999999999,0.0506319999999999,1.0,4,49,0,1,0,0.0,4,0.1428569999999999
1.0,1,0.0,1,0,0.571429,0,0.0,0.539762,0,20,0,0.1428569999999999,0.366623,1.0,4,49,0,0,0,0.0,4,0.1428569999999999
1.0,1,0.0,1,0,0.571429,0,0.0,0.0,0,20,0,0.1428569999999999,0.0009429999999999,1.0,4,49,0,1,0,0.0,4,0.1428569999999999
1.0,1,0.0,1,0,0.571429,0,0.0,0.0,0,20,0,0.1428569999999999,0.0,1.0,4,49,0,0,0,0.0,4,0.1428569999999999
1.0,1,0.0,1,0,0.571429,0,0.0,0.468077,0,20,0,0.1428569999999999,0.000164,1.0,4,49,0,0,0,0.0,4,0.1428569999999999
1.0,1,0.0,1,0,0.571429,0,1.0,0.514706,1,20,0,0.1428569999999999,0.0339,1.0,4,49,0,1,1,0.0,4,0.1428569999999999
1.0,1,0.0,1,0,0.571429,0,1.0,0.49885,1,20,0,0.1428569999999999,0.947155,1.0,4,49,0,1,0,0.0,4,0.1428569999999999
1.0,1,0.0,1,0,0.571429,0,0.0,0.906533,0,20,0,0.1428569999999999,0.184088,1.0,4,49,0,1,0,0.0,4,0.1428569999999999
1.0,1,0.0,1,0,0.571429,0,0.0,0.8688040000000001,0,20,0,0.1428569999999999,0.018453,1.0,4,49,0,1,0,0.0,4,0.1428569999999999
1.0,1,0.0,1,0,0.571429,0,0.0,0.629578,0,20,0,0.1428569999999999,0.390416,1.0,4,49,0,0,0,0.0,4,0.1428569999999999
0.0,1,1.0,1,1,0.0,0,0.0,0.697336,0,20,0,0.0,0.405063,0.1,1,38,1,0,0,1.0,4,0.0
0.0,1,1.0,1,1,0.0,0,0.0,0.0,0,20,0,0.0,0.000359,0.1,1,38,1,1,1,1.0,4,0.0
0.0,1,1.0,1,1,0.0,0,0.0,0.484292,0,20,0,0.0,0.0275769999999999,0.1,1,38,1,1,0,1.0,4,0.0
0.0,1,1.0,1,1,0.0,0,0.0,0.0,0,20,0,0.0,0.0,0.1,1,38,1,0,0,1.0,4,0.0
0.0,1,1.0,1,1,0.0,0,0.0,0.8473280000000001,0,20,0,0.0,0.93127,0.1,1,38,1,0,0,1.0,4,0.0
0.0,1,1.0,1,1,0.0,0,0.0,0.0,0,20,0,0.0,0.936723,0.1,1,38,1,0,0,1.0,4,0.0
0.0,1,1.0,1,1,0.0,0,1.0,0.767691,1,20,0,0.0,0.008426,0.1,1,38,1,1,0,1.0,4,0.0
0.0,1,1.0,1,1,0.0,0,0.0,0.509867,0,20,0,0.0,0.381443,0.1,1,38,1,0,0,1.0,4,0.0
0.166667,1,1.0,1,0,1.0,0,0.0,0.733123,0,20,0,0.25,0.990507,0.0,1,33,1,0,0,1.0,4,0.25
0.166667,0,1.0,1,0,1.0,0,0.0,0.592966,0,20,0,0.25,0.393421,0.0,1,33,1,1,0,1.0,4,0.25
0.166667,0,1.0,1,0,1.0,0,0.0,0.5948640000000001,0,20,0,0.25,0.994137,0.0,1,33,1,0,0,1.0,4,0.25
0.166667,1,1.0,1,0,1.0,0,0.0,0.444946,0,20,0,0.25,0.112981,0.0,1,33,1,0,0,1.0,4,0.25
0.166667,1,1.0,1,0,1.0,0,0.0,0.706072,0,20,0,0.25,0.080299,0.0,1,33,1,0,0,1.0,4,0.25
0.166667,1,1.0,1,0,1.0,0,0.0,0.279377,0,20,0,0.25,0.959255,0.0,1,33,1,1,0,1.0,4,0.25
0.166667,1,1.0,1,0,1.0,0,1.0,0.65777,1,20,0,0.25,0.280308,0.0,1,33,1,0,0,1.0,4,0.25
0.166667,1,1.0,1,0,1.0,0,0.0,0.325781,0,20,0,0.25,0.023497,0.0,1,33,1,0,0,1.0,4,0.25
0.166667,1,1.0,1,0,1.0,0,0.0,0.470276,0,20,0,0.25,0.5321,0.0,1,33,1,1,0,1.0,4,0.25
0.166667,1,1.0,1,0,1.0,0,0.0,0.658737,0,20,0,0.25,0.988728,0.0,1,33,1,0,0,1.0,4,0.25
0.166667,0,1.0,1,0,1.0,0,0.0,0.0,0,20,0,0.25,0.702091,0.0,1,33,1,0,0,1.0,4,0.25
0.166667,1,1.0,1,0,1.0,0,0.0,0.466545,0,20,0,0.25,0.007806,0.0,1,33,1,0,0,1.0,4,0.25
0.166667,0,1.0,1,0,1.0,0,0.0,0.935271,0,20,0,0.25,0.469699,0.0,1,33,1,1,0,1.0,4,0.25
0.166667,1,1.0,1,0,1.0,0,0.0,0.0,0,20,0,0.25,0.973296,0.0,1,33,1,0,0,1.0,4,0.25
0.166667,1,1.0,1,0,1.0,0,0.0,0.0,0,20,0,0.25,0.78438,0.0,1,33,1,0,0,1.0,4,0.25
0.166667,1,1.0,1,0,1.0,0,0.0,0.688813,0,20,0,0.25,0.981598,0.0,1,33,1,0,0,1.0,4,0.25
0.166667,1,1.0,1,0,1.0,0,0.0,0.636155,0,20,0,0.25,0.8528379999999999,0.0,1,33,1,0,0,1.0,4,0.25
0.166667,1,1.0,1,0,1.0,0,0.0,0.3553,0,20,0,0.25,0.041506,0.0,1,33,1,0,0,1.0,4,0.25
0.0,1,1.0,0,0,0.1428569999999999,0,1.0,0.459949,1,9,0,1.0,0.594769,0.0,0,30,1,1,0,0.1428569999999999,3,0.571429
0.0,0,1.0,0,0,0.1428569999999999,0,1.0,0.455079,1,9,0,1.0,0.204677,0.0,0,30,1,0,0,0.1428569999999999,3,0.571429
0.0,1,1.0,0,0,0.1428569999999999,0,0.0,0.736053,0,9,0,1.0,0.8022640000000001,0.0,0,30,1,1,0,0.1428569999999999,3,0.571429
0.0,0,1.0,0,0,0.1428569999999999,0,1.0,0.685604,1,9,0,1.0,0.504942,0.0,0,30,1,0,0,0.1428569999999999,3,0.571429
0.0,1,1.0,0,0,0.1428569999999999,0,1.0,0.674462,1,9,0,1.0,0.2872159999999999,0.0,0,30,1,1,0,0.1428569999999999,3,0.571429
